Cruise,Gear_Type,Gear_Size_[m],Tow_Type,Mesh_Size_[um],Date_Time_Start,Date_Time_End,Longitude_[decimal_degrees_east],Latitude_[decimal_degrees_north],Bottom_Depth_[m],Station,Net_Number,Depth_Maximum_[m],Depth_Minimum_[m],Aphia_ID,Organism_Identification,Life_Stage,Individual_Count,Fraction_Assessed,Volume_Filtered_[m3],Abundance_[#/m3],Mean_size_[um],Coeff.Variation_Size_[%],Mean_WetWeight_[mg],Biomass_[mg_WetWeight_m-3]
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,349800,Candacia columbiae,C4,,,,0.01031,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,349800,Candacia columbiae,C5,,,,0.16495,,,,0.17
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196774,Centropages abdominalis,AF,,,,0.16495,,,,0.05
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,1082,Cirripedia,Cypris,,,,0.01031,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,1082,Cirripedia,Nauplii,,,,0.16495,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,139178,Clione limacina, ,,,,0.30928,,,,0.74
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,1248,Ctenophora, ,,,,0.01031,,,,14.73
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,137215,Doliolidae,Nurse,,,,0.09278,,,,0.61
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,1806,Echinodermata,Larvae,,,,0.49485,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196775,Eucalanus bungii,AF,,,,0.3299,,,,2.45
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196775,Eucalanus bungii,AM,,,,0.16495,,,,0.62
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196775,Eucalanus bungii,C1,,,,4.61856,,,,0.42
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196775,Eucalanus bungii,C2,,,,30.35052,,,,7.04
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196775,Eucalanus bungii,C3,,,,25.07216,,,,17.48
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196775,Eucalanus bungii,C4,,,,6.59794,,,,8.69
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196775,Eucalanus bungii,C5,,,,0.16495,,,,0.32
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196792,Euchirella pseudopulchra,AF,,,,0.05155,,,,0.17
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196792,Euchirella pseudopulchra,AM,,,,0.02062,,,,0.04
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196792,Euchirella pseudopulchra,C4,,,,0.01031,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196792,Euchirella pseudopulchra,C5,,,,0.07216,,,,0.13
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,105416,Eukrohnia hamata, ,,,,2.80412,,,,16.62
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,1128,Euphausiacea,Calytopsis,,,,3.29897,,,,0.62
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,1128,Euphausiacea,Furcilia,,,,6.43299,,,,2.41
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,101,Gastropoda,Echinospira,,,,0.01031,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,101,Gastropoda,Larvae,,,,0.16495,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,117108,Halocypridina, ,,,,0.16495,,,,0.26
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,140223,Limacina helicina, ,,,,3.15464,,,,5.56
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196784,Metridia pacifica,AF,,,,78.51546,,,,82.28
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196784,Metridia pacifica,C4,,,,0.65979,,,,0.07
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196784,Metridia pacifica,C5,,,,79.17525,,,,21.3
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,152391,Nemertea, ,,,,0.01031,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,104470,Neocalanus cristatus,C3,,,,0.3299,,,,0.38
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,104470,Neocalanus cristatus,C4,,,,2.30928,,,,10.59
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,104470,Neocalanus cristatus,C5,,,,7.91753,,,,105.7
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,353708,Neocalanus flemingeri,C4,,,,1.48454,,,,1.11
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,353708,Neocalanus flemingeri,C5,,,,8.08247,,,,30.32
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196772,Neocalanus plumchrus,C4,,,,4.45361,,,,6.48
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196772,Neocalanus plumchrus,C5,,,,4.12371,,,,14.33
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,104155,Neocalanus,C3,,,,0.65979,,,,0.2
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,103367,Oikopleura, ,,,,6.43299,,,,3.15
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,157737,Oithona spinirostris,AF,,,,0.16495,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,157737,Oithona spinirostris,C5,,,,0.16495,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,0,Oregonidae,Zoea,,,,0.03093,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,106738,Paguridae,Glaucothoe,,,,0.03093,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,423632,Pandalus platyceros,Zoea,,,,0.02062,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196779,Paraeuchaeta elongata,AF,,,,0.04124,,,,0.34
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196779,Paraeuchaeta elongata,AM,,,,0.01031,,,,0.05
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196779,Paraeuchaeta elongata,C4,,,,3.62887,,,,5.96
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,196779,Paraeuchaeta elongata,C5,,,,1.15464,,,,5.23
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,105440,Parasagitta elegans, ,,,,0.01031,,,,0.19
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,514245,Perigonimus, ,,,,0.01031,,,,0.24
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,106775,Pisces,Zoea,,,,0.01031,,,,0
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,354841,Pleuromamma xphias,AF,,,,0.01031,,,,0.03
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,883,Polychaeta,Trocophore,,,,0.16495,,,,0.07
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,883,Polychaeta, ,,,,0.01031,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,180759,Primno macropa, ,,,,0.04124,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,117834,Proboscidactyla flavicirrata, ,,,,0.01031,,,,0.03
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,104165,Pseudocalanus,AF,,,,4.45361,,,,0.73
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,104228,Scaphocalanus,AF,,,,0.01031,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,892593,Siphonophora,Bract,,,,19.13402,,,,3.55
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,254453,Themisto pacifica, ,,,,0.24742,,,,1.61
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,101800,Themisto, ,,,,0.3299,,,,0.16
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,237874,Thysanoessa spinifera,Juvenile,,,,0.01031,,,,0.51
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,129715,Tomopteris, ,,,,0.26804,,,,4.75
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,3,59.9,40.4,247958,Tubularia prolifer, ,,,,0.01031,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,10194,Actinopterygii,Egg,,,,0.10448,,,,0.76
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,10194,Actinopterygii,Juvenile,,,,0.01493,,,,0.29
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,10194,Actinopterygii,Larvae,,,,0.44776,,,,1.1
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,117849,Aglantha digitale, ,,,,1.08955,,,,19.4
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,254510,Ammodytes hexapterus,Juvenile,,,,0.01493,,,,0.33
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,816153,Anthoathecatae, ,,,,0.01493,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196770,Calanus marshallae,AF,,,,0.29851,,,,0.66
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196770,Calanus marshallae,AM,,,,0.0597,,,,0.1
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196770,Calanus marshallae,C3,,,,2.86567,,,,0.87
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196770,Calanus marshallae,C4,,,,3.8209,,,,2.68
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196770,Calanus marshallae,C5,,,,1.43284,,,,2.37
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,349800,Candacia columbiae,AF,,,,0.01493,,,,0.05
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,349800,Candacia columbiae,C5,,,,0.01493,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,416524,Chirundina streetsi,C4,,,,0.01493,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,416524,Chirundina streetsi,C5,,,,0.01493,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,1082,Cirripedia,Cypris,,,,0.02985,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,1082,Cirripedia,Nauplii,,,,0.95522,,,,0.11
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,139178,Clione limacina, ,,,,0.23881,,,,0.59
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,137217,Sarsia principes, ,,,,0.01493,,,,0.16
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,1248,Ctenophora, ,,,,0.01493,,,,6.69
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,125590,Cyclopteridae, ,,,,0.01493,,,,0.17
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,1130,Decapoda, ,,,,0.02985,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,135418,Dimophyes arctica, ,,,,0.01031,,,,0.08
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,137215,Doliolidae, ,,,,0.07463,,,,0.27
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,1806,Echinodermata,Larvae,,,,2.86567,,,,0.03
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196775,Eucalanus bungii,AF,,,,0.47761,,,,2.94
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196775,Eucalanus bungii,C1,,,,13.37313,,,,0.78
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196775,Eucalanus bungii,C2,,,,194.86568,,,,52.81
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196775,Eucalanus bungii,C3,,,,103.16418,,,,76.34
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196775,Eucalanus bungii,C4,,,,19.10448,,,,31.52
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196792,Euchirella pseudopulchra,AF,,,,0.04478,,,,0.14
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196792,Euchirella pseudopulchra,C5,,,,0.04478,,,,0.08
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,105416,Eukrohnia hamata, ,,,,1.10448,,,,3.87
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,237851,Euphausia pacifica,Male,,,,0.02985,,,,0.69
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,1128,Euphausiacea,Calytopsis,,,,37.73134,,,,6.36
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,1128,Euphausiacea,Furcilia,,,,16.23881,,,,5.96
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,101,Gastropoda,Echinospira,,,,0.0597,,,,0.04
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,101,Gastropoda,Larvae,,,,0.1791,,,,0.02
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,117108,Halocypridina, ,,,,0.07463,,,,0.04
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,106777,Hippolytidae,Zoea,,,,0.02985,,,,0.01
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,140223,Limacina helicina, ,,,,2.85075,,,,9.49
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196783,Metridia okhotensis,AF,,,,0.0597,,,,0.09
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196783,Metridia okhotensis,C5,,,,0.47761,,,,0.51
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196784,Metridia pacifica,AF,,,,143.28358,,,,134.69
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196784,Metridia pacifica,C5,,,,139.46269,,,,49.44
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,104470,Neocalanus cristatus,C5,,,,9.07463,,,,123.64
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,353708,Neocalanus flemingeri,C4,,,,1.91045,,,,1.32
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,353708,Neocalanus flemingeri,C5,,,,19.58209,,,,79.84
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196772,Neocalanus plumchrus,C4,,,,16.23881,,,,25.48
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196772,Neocalanus plumchrus,C5,,,,8.59702,,,,29.45
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,104155,Neocalanus,C3,,,,11.46269,,,,4.31
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,103367,Oikopleura, ,,,,12.41791,,,,4.2
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,106789,Pandalidae,Zoea,,,,0.01493,,,,0.03
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,423632,Pandalus platyceros,Zoea,,,,0.07463,,,,0.08
SKQ201810S,Multinet,0.5,Oblique,500,2018-05-03T01:04:17-0800,2018-05-03T01:41:27-0800,-148.6292,58.9911,242,GAK07,4,40.5,19.6,196779,Paraeuchaeta elongata,AF,,,,0.07463,,,,0.61
